"_mkv_child",description,"rule_name_short","splunk_app","tactic_id","tactic_name",technique,"technique_id","technique_name"
0,"This search looks for cleartext protocols at risk of leaking credentials. Currently, this consists of legacy protocols such as telnet, POP3, IMAP, and non-anonymous FTP sessions. While some of these protocols can be used over SSL, they typically run on different assigned ports in those cases.","Protocols passing authentication in cleartext","Enterprise Security Content Update","TA0006
TA0007","Credential Access
Discovery","TA0006;Credential Access;Network Sniffing",T1040,"Network Sniffing
Network Sniffing"
1,"This search looks for cleartext protocols at risk of leaking credentials. Currently, this consists of legacy protocols such as telnet, POP3, IMAP, and non-anonymous FTP sessions. While some of these protocols can be used over SSL, they typically run on different assigned ports in those cases.","Protocols passing authentication in cleartext","Enterprise Security Content Update","TA0006
TA0007","Credential Access
Discovery","TA0007;Discovery;Network Sniffing",T1040,"Network Sniffing
Network Sniffing"
0,"This search looks for events where `PsExec.exe` is run with the `accepteula` flag in the command line. PsExec is a built-in Windows utility that enables you to execute processes on other systems. It is fully interactive for console applications. This tool is widely used for launching interactive command prompts on remote systems. Threat actors leverage this extensively for executing code on compromised systems. If an attacker is running PsExec for the first time, they will be prompted to accept the end-user license agreement (EULA), which can be passed as the argument `accepteula` within the command line.","Detect PsExec With accepteula Flag","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"This search will return a table of rare processes, the names of the systems running them, and the users who initiated each process.","Detect Rare Executables","Enterprise Security Content Update",,,"",TA0002,
0,"The search looks for reg.exe modifying registry keys that define Windows services and their configurations.","Reg.exe Manipulating Windows Services Registry Keys","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;New Service",T1050,"New Service
New Service"
1,"The search looks for reg.exe modifying registry keys that define Windows services and their configurations.","Reg.exe Manipulating Windows Services Registry Keys","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;New Service",T1050,"New Service
New Service"
0,"The search looks for reg.exe modifying registry keys that define Windows services and their configurations.","Reg.exe Manipulating Windows Services Registry Keys","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Modify Existing Service",T1031,"Modify Existing Service"
0,"The search looks for reg.exe modifying registry keys that define Windows services and their configurations.","Reg.exe Manipulating Windows Services Registry Keys","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"The search looks for command-line arguments used to hide a file or directory using the reg add command.","Reg.exe used to hide files/directories via registry keys","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Registry Run Keys / Startup Folder",T1060,"Registry Run Keys / Startup Folder"
0,"The search looks for command-line arguments used to hide a file or directory using the reg add command.","Reg.exe used to hide files/directories via registry keys","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Modify Registry",T1112,"Modify Registry"
0,"The search looks for modifications to registry keys that can be used to launch an application or service at system startup.","Registry Keys Used For Persistence","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Registry Run Keys / Startup Folder",T1060,"Registry Run Keys / Startup Folder"
0,"The search looks for modifications to registry keys that can be used to launch an application or service at system startup.","Registry Keys Used For Persistence","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;AppInit DLLs",T1103,"AppInit DLLs
AppInit DLLs"
1,"The search looks for modifications to registry keys that can be used to launch an application or service at system startup.","Registry Keys Used For Persistence","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;AppInit DLLs",T1103,"AppInit DLLs
AppInit DLLs"
0,"The search looks for modifications to registry keys that can be used to launch an application or service at system startup.","Registry Keys Used For Persistence","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Authentication Package",T1131,"Authentication Package"
0,"This search looks for modifications to registry keys that can be used to elevate privileges. The registry keys under ""Image File Execution Options"" are used to intercept calls to an executable and can be used to attach malicious binaries to benign system binaries.","Registry Keys Used For Privilege Escalation","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;Accessibility Features",T1015,"Accessibility Features
Accessibility Features"
1,"This search looks for modifications to registry keys that can be used to elevate privileges. The registry keys under ""Image File Execution Options"" are used to intercept calls to an executable and can be used to attach malicious binaries to benign system binaries.","Registry Keys Used For Privilege Escalation","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;Accessibility Features",T1015,"Accessibility Features
Accessibility Features"
0,"This search looks for RDP application network traffic and filters any source/destination pair generating more than twice the standard deviation of the average traffic.","Remote Desktop Network Bruteforce","Enterprise Security Content Update",TA0008,"Lateral Movement","TA0008;Lateral Movement;Remote Desktop Protocol",T1076,"Remote Desktop Protocol"
0,"This search looks for network traffic on TCP/3389, the default port used by remote desktop. While remote desktop traffic is not uncommon on a network, it is usually associated with known hosts. This search allows for whitelisting both source and destination hosts to remove them from the output of the search so you can focus on the uncommon uses of remote desktop on your network.","Remote Desktop Network Traffic","Enterprise Security Content Update",TA0008,"Lateral Movement","TA0008;Lateral Movement;Remote Desktop Protocol",T1076,"Remote Desktop Protocol"
0,"This search looks for the remote desktop process mstsc.exe running on systems upon which it doesn't typically run. This is accomplished by filtering out all systems that are noted in the `common_rdp_source category` in the Assets and Identity framework.","Remote Desktop Process Running On System","Enterprise Security Content Update",TA0008,"Lateral Movement","TA0008;Lateral Movement;Remote Desktop Protocol",T1076,"Remote Desktop Protocol"
0,"This search looks for wmic.exe being launched with parameters to operate on remote systems.","Remote WMI Command Attempt","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Windows Management Instrumentation",T1047,"Windows Management Instrumentation"
0,"This search looks for wmic.exe being launched with parameters to spawn a process on a remote system.","Remote Process Instantiation via WMI","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Windows Management Instrumentation",T1047,"Windows Management Instrumentation"
0,"This search looks for DLLs under %AppData% being loaded by rundll32.exe that are calling the exported function at ordinal 2. Calling exported functions by ordinal is not as common as calling by exported name. There was a bug fixed in IDAPro on 2016-08-08 that would not display functions without names.  Calling functions by ordinal would overcome the lack of name and make it harder for analyst to reverse engineer.","RunDLL Loading DLL By Ordinal","Enterprise Security Content Update","TA0002
TA0005","Execution
Defense Evasion","TA0002;Execution;Rundll32",T1085,"Rundll32
Rundll32"
1,"This search looks for DLLs under %AppData% being loaded by rundll32.exe that are calling the exported function at ordinal 2. Calling exported functions by ordinal is not as common as calling by exported name. There was a bug fixed in IDAPro on 2016-08-08 that would not display functions without names.  Calling functions by ordinal would overcome the lack of name and make it harder for analyst to reverse engineer.","RunDLL Loading DLL By Ordinal","Enterprise Security Content Update","TA0002
TA0005","Execution
Defense Evasion","TA0005;Defense Evasion;Rundll32",T1085,"Rundll32
Rundll32"
0,"The search looks for file writes with extensions consistent with a SamSam ransomware attack.","File with Samsam Extension","Enterprise Security Content Update",,,"",TA0002,
0,"This search looks for arguments to sc.exe indicating the creation or modification of a Windows service.","Sc.exe Manipulating Windows Services","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;New Service",T1050,"New Service
New Service"
1,"This search looks for arguments to sc.exe indicating the creation or modification of a Windows service.","Sc.exe Manipulating Windows Services","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;New Service",T1050,"New Service
New Service"
0,"This search looks for arguments to sc.exe indicating the creation or modification of a Windows service.","Sc.exe Manipulating Windows Services","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Modify Existing Service",T1031,"Modify Existing Service"
0,"This search looks for arguments to sc.exe indicating the creation or modification of a Windows service.","Sc.exe Manipulating Windows Services","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"This search looks for flags passed to schtasks.exe on the command-line that indicate that a forced reboot of system is scheduled.","Schtasks used for forcing a reboot","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0002;Execution;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
1,"This search looks for flags passed to schtasks.exe on the command-line that indicate that a forced reboot of system is scheduled.","Schtasks used for forcing a reboot","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0003;Persistence;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
2,"This search looks for flags passed to schtasks.exe on the command-line that indicate that a forced reboot of system is scheduled.","Schtasks used for forcing a reboot","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0004;Privilege Escalation;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
0,"This search looks for flags passed to schtasks.exe on the command-line that indicate a job is being scheduled on a remote system.","Schtasks scheduling job on remote system","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0002;Execution;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
1,"This search looks for flags passed to schtasks.exe on the command-line that indicate a job is being scheduled on a remote system.","Schtasks scheduling job on remote system","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0003;Persistence;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
2,"This search looks for flags passed to schtasks.exe on the command-line that indicate a job is being scheduled on a remote system.","Schtasks scheduling job on remote system","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0004;Privilege Escalation;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
0,"This search looks for shim database files being written to default directories. The sdbinst.exe application is used to install shim database files (.sdb). According to Microsoft, a shim is a small library that transparently intercepts an API, changes the parameters passed, handles the operation itself, or redirects the operation elsewhere.","Shim Database File Creation","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;Application Shimming",T1138,"Application Shimming
Application Shimming"
1,"This search looks for shim database files being written to default directories. The sdbinst.exe application is used to install shim database files (.sdb). According to Microsoft, a shim is a small library that transparently intercepts an API, changes the parameters passed, handles the operation itself, or redirects the operation elsewhere.","Shim Database File Creation","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;Application Shimming",T1138,"Application Shimming
Application Shimming"
0,"This search detects the process execution and arguments required to silently create a shim database.  The sdbinst.exe application is used to install shim database files (.sdb). A shim is a small library which transparently intercepts an API, changes the parameters passed, handles the operation itself, or redirects the operation elsewhere.","Shim Database Installation With Suspicious Parameters","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;Application Shimming",T1138,"Application Shimming
Application Shimming"
1,"This search detects the process execution and arguments required to silently create a shim database.  The sdbinst.exe application is used to install shim database files (.sdb). A shim is a small library which transparently intercepts an API, changes the parameters passed, handles the operation itself, or redirects the operation elsewhere.","Shim Database Installation With Suspicious Parameters","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;Application Shimming",T1138,"Application Shimming
Application Shimming"
0,"This search detects accounts that were created and deleted in a short time period.","Short Lived Windows Accounts","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Create Account",T1136,"Create Account"
0,"This search looks for spikes in the number of Server Message Block (SMB) traffic connections.","SMB Traffic Spike","Enterprise Security Content Update",TA0011,"Command and Control","TA0011;Command and Control;Commonly Used Port",T1043,"Commonly Used Port"
0,"This search uses the Machine Learning Toolkit (MLTK) to identify spikes in the number of Server Message Block (SMB) connections.","SMB Traffic Spike - MLTK","Enterprise Security Content Update",TA0011,"Command and Control","TA0011;Command and Control;Commonly Used Port",T1043,"Commonly Used Port"
0,"This search looks for fast execution of processes used for system network configuration discovery on the endpoint.","Detect processes used for System Network Configuration Discovery","Enterprise Security Content Update",TA0007,Discovery,"TA0007;Discovery;System Network Configuration Discovery",T1016,"System Network Configuration Discovery"
0,"This search allows you to look for evidence of exploitation for CVE-2018-11409, a Splunk Enterprise Information Disclosure Bug.","Splunk Enterprise Information Disclosure","Enterprise Security Content Update",TA0004,"Privilege Escalation","TA0004;Privilege Escalation;Exploitation for Privilege Escalation",T1068,"Exploitation for Privilege Escalation"
0,"This search looks for long URLs that have several SQL commands visible within them.","SQL Injection with Long URLs","Enterprise Security Content Update",TA0004,"Privilege Escalation","TA0004;Privilege Escalation;Exploitation for Privilege Escalation",T1068,"Exploitation for Privilege Escalation"
0,"This search looks for long URLs that have several SQL commands visible within them.","SQL Injection with Long URLs","Enterprise Security Content Update",TA0011,"Command and Control","TA0011;Command and Control;Commonly Used Port",T1043,"Commonly Used Port"
0,"This search looks for attempts to stop security-related services on the endpoint.","Attempt To Stop Security Service","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"This search looks for emails that have attachments with suspicious file extensions.","Suspicious Email Attachment Extensions","Enterprise Security Content Update",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Attachment",T1193,"Spearphishing Attachment"
0,"This search looks for emails that have attachments with suspicious file extensions.","Suspicious Email Attachment Extensions","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Exploitation for Client Execution",T1203,"Exploitation for Client Execution"
0,"This search looks for suspicious Java classes that are often used to exploit remote command execution in common Java frameworks, such as Apache Struts.","Suspicious Java Classes","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Exploitation for Client Execution",T1203,"Exploitation for Client Execution"
0,"This search looks for suspicious Java classes that are often used to exploit remote command execution in common Java frameworks, such as Apache Struts.","Suspicious Java Classes","Enterprise Security Content Update",TA0011,"Command and Control","TA0011;Command and Control;Remote Access Tools",T1219,"Remote Access Tools"
0,"This search looks for reg.exe being launched from a command prompt not started by the user. When a user launches cmd.exe, the parent process is usually explorer.exe. This search filters out those instances.","Suspicious Reg.exe Process","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Modify Registry",T1112,"Modify Registry"
0,"This search looks for reg.exe being launched from a command prompt not started by the user. When a user launches cmd.exe, the parent process is usually explorer.exe. This search filters out those instances.","Suspicious Reg.exe Process","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"The wevtutil.exe application is the windows event log utility. This searches for wevtutil.exe with parameters for clearing the application, security, setup, or system event logs.","Suspicious wevtutil Usage","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Indicator Removal on Host",T1070,"Indicator Removal on Host"
0,"This search detects writes to the recycle bin by a process other than explorer.exe.","Suspicious writes to windows Recycle Bin","Enterprise Security Content Update",TA0009,Collection,"TA0009;Collection;Data Staged",T1074,"Data Staged"
0,"This search detects writes to the 'System Volume Information' folder by something other than the System process.","Suspicious writes to System Volume Information","Enterprise Security Content Update",TA0009,Collection,"TA0009;Collection;Data Staged",T1074,"Data Staged"
0,"This search looks for system processes that normally run out of C:\Windows\System32\ or C:\Windows\SysWOW64 that are not run from that location.  This can indicate a malicious process that is trying to hide as a legitimate process.","System Processes Run From Unexpected Locations","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Masquerading",T1036,Masquerading
0,"This search looks for network traffic identified as The Onion Router (TOR), a benign anonymity network which can be abused for a variety of nefarious purposes.","TOR Traffic","Enterprise Security Content Update",TA0011,"Command and Control","TA0011;Command and Control;Commonly Used Port",T1043,"Commonly Used Port"
0,"By populating the organization's assets within the assets_by_str.csv, we will be able to detect unauthorized devices that are trying to connect with the organization's network by inspecting DHCP request packets, which are issued by devices when they attempt to obtain an IP address from the DHCP server. The MAC address associated with the source of the DHCP request is checked against the list of known devices, and reports on those that are not found.","Detect Unauthorized Assets by MAC address","Enterprise Security Content Update",TA0001,"Initial Access","TA0001;Initial Access;Hardware Additions",T1200,"Hardware Additions"
0,"This search will detect DNS requests resolved by unauthorized DNS servers. Legitimate DNS servers should be identified in the Enterprise Security Assets and Identity Framework.","DNS Query Requests Resolved by Unauthorized DNS Servers","Enterprise Security Content Update",TA0011,"Command and Control","TA0011;Command and Control;Commonly Used Port",T1043,"Commonly Used Port"
0,"This search looks for applications on the endpoint that you have marked as uncommon.","Uncommon Processes On Endpoint","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;Accessibility Features",T1015,"Accessibility Features
Accessibility Features"
1,"This search looks for applications on the endpoint that you have marked as uncommon.","Uncommon Processes On Endpoint","Enterprise Security Content Update","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;Accessibility Features",T1015,"Accessibility Features
Accessibility Features"
0,"Attackers often disable security tools to avoid detection. This search looks for the usage of process `fltMC.exe` to unload a Sysmon Driver that will stop sysmon from collecting the data.","Unload Sysmon Filter Driver","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"This search detects loading of unsigned images by LSASS.","Unsigned Image Loaded by LSASS","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"Command lines that are extremely long may be indicative of malicious activity on your hosts.","Unusually Long Command Line","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"The search is used to detect hosts that generate Windows Event ID 4663 for successful attempts to write to or read from a removable storage and Event ID 4656 for failures, which occurs when a USB drive is plugged in. In this scenario we are querying the Change_Analysis data model to look for Windows Event ID 4656 or 4663 where the priority of the affected host is marked as high in the ES Assets and Identity Framework.","Detect USB device insertion","Enterprise Security Content Update",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Physical Medium",T1052,"Exfiltration Over Physical Medium"
0,"The search is used to detect hosts that generate Windows Event ID 4663 for successful attempts to write to or read from a removable storage and Event ID 4656 for failures, which occurs when a USB drive is plugged in. In this scenario we are querying the Change_Analysis data model to look for Windows Event ID 4656 or 4663 where the priority of the affected host is marked as high in the ES Assets and Identity Framework.","Detect USB device insertion","Enterprise Security Content Update","TA0001
TA0008","Initial Access
Lateral Movement","TA0001;Initial Access;Replication Through Removable Media",T1091,"Replication Through Removable Media
Replication Through Removable Media"
1,"The search is used to detect hosts that generate Windows Event ID 4663 for successful attempts to write to or read from a removable storage and Event ID 4656 for failures, which occurs when a USB drive is plugged in. In this scenario we are querying the Change_Analysis data model to look for Windows Event ID 4656 or 4663 where the priority of the affected host is marked as high in the ES Assets and Identity Framework.","Detect USB device insertion","Enterprise Security Content Update","TA0001
TA0008","Initial Access
Lateral Movement","TA0008;Lateral Movement;Replication Through Removable Media",T1091,"Replication Through Removable Media
Replication Through Removable Media"
0,"This search looks for suspicious processes on all systems labeled as web servers.","Web Servers Executing Suspicious Processes","Enterprise Security Content Update",TA0004,"Privilege Escalation","TA0004;Privilege Escalation;Exploitation for Privilege Escalation",T1068,"Exploitation for Privilege Escalation"
0,"This search looks for suspicious processes on all systems labeled as web servers.","Web Servers Executing Suspicious Processes","Enterprise Security Content Update",TA0007,Discovery,"TA0007;Discovery;System Information Discovery",T1082,"System Information Discovery"
0,"This search looks for Windows events that indicate one of the Windows event logs has been purged.","Windows Event Log Cleared","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;Indicator Removal on Host",T1070,"Indicator Removal on Host"
0,"This search looks for the creation of WMI permanent event subscriptions.","WMI Permanent Event Subscription","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Windows Management Instrumentation",T1047,"Windows Management Instrumentation"
0,"This search looks for the creation of WMI permanent event subscriptions.","WMI Permanent Event Subscription","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Windows Management Instrumentation Event Subscription",T1084,"Windows Management Instrumentation Event Subscription"
0,"This search looks for the creation of WMI permanent event subscriptions.","WMI Permanent Event Subscription - Sysmon","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Windows Management Instrumentation",T1047,"Windows Management Instrumentation"
0,"This search looks for the creation of WMI permanent event subscriptions.","WMI Permanent Event Subscription - Sysmon","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Windows Management Instrumentation Event Subscription",T1084,"Windows Management Instrumentation Event Subscription"
0,"This search looks for processes launched via WMI.","Process Execution via WMI","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Windows Management Instrumentation",T1047,"Windows Management Instrumentation"
0,"This search looks for scripts launched via WMI.","Script Execution via WMI","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Windows Management Instrumentation",T1047,"Windows Management Instrumentation"
0,"This search looks for the creation of WMI temporary event subscriptions.","WMI Temporary Event Subscription","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Windows Management Instrumentation",T1047,"Windows Management Instrumentation"
0,"This search looks for the creation of WMI temporary event subscriptions.","WMI Temporary Event Subscription","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Windows Management Instrumentation Event Subscription",T1084,"Windows Management Instrumentation Event Subscription"
0,"Alerts when a host starts sending excessive DNS queries","Excessive DNS Queries","Splunk App for Enterprise Security",TA0011,"Command and Control","TA0011;Command and Control;Standard Application Layer Protocol",T1071,"Standard Application Layer Protocol"
0,"Detects excessive number of failed login attempts (this is likely a brute force attack)","Excessive Failed Logins","Splunk App for Enterprise Security",TA0006,"Credential Access","TA0006;Credential Access;Brute Force",T1110,"Brute Force"
0,"Alerts when a host generates a lot of HTTP failures in a short span of time","Excessive HTTP Failure Responses","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Exploit Public-Facing Application",T1190,"Exploit Public-Facing Application"
0,"Alerts when a host generates a lot of HTTP failures in a short span of time","Excessive HTTP Failure Responses","Splunk App for Enterprise Security",TA0006,"Credential Access","TA0006;Credential Access;Brute Force",T1110,"Brute Force"
0,"Discovers hosts that are longer reporting events but should be submitting log events. This rule is used to monitor hosts that you know should be providing a constant stream of logs in order to determine why the host has failed to provide log data.","Expected Host Not Reporting","Splunk App for Enterprise Security",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"<p>This search implements two heuristics to look for indications that a user is a flight risk. Many people will print offer letters, drafts of their resume, or related docs on the work environment (for convenience, or because they don't have a printer at home). Detect when that happens.</p>","Flight Risk Printing","Splunk Security Essentials",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Physical Medium",T1052,"Exfiltration Over Physical Medium"
0,"Alerts on access attempts that are improbable based on time and geography.","Geographically Improbable Access Detected","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0001;Initial Access;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
1,"Alerts on access attempts that are improbable based on time and geography.","Geographically Improbable Access Detected","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0003;Persistence;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
2,"Alerts on access attempts that are improbable based on time and geography.","Geographically Improbable Access Detected","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0004;Privilege Escalation;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
3,"Alerts on access attempts that are improbable based on time and geography.","Geographically Improbable Access Detected","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0005;Defense Evasion;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
0,"Alerts when a high number of hosts not updating malware signatures have been discovered.  These hosts should be evaluated to determine why they are not updating their malware signatures.","High Number of Hosts Not Updating Malware Signatures","Splunk App for Enterprise Security",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"Alerts when an infection is noted on a host with high or critical priority.","High Or Critical Priority Host With Malware Detected","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Drive-by Compromise",T1189,"Drive-by Compromise"
0,"Alerts when an infection is noted on a host with high or critical priority.","High Or Critical Priority Host With Malware Detected","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Attachment",T1193,"Spearphishing Attachment"
0,"Alerts when an infection is noted on a host with high or critical priority.","High Or Critical Priority Host With Malware Detected","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Link",T1192,"Spearphishing Link"
0,"Alerts when an infection is noted on a host with high or critical priority.","High Or Critical Priority Host With Malware Detected","Splunk App for Enterprise Security",TA0002,Execution,"TA0002;Execution;User Execution",T1204,"User Execution"
0,"Detects users with a high or critical priority logging into a malware infected machine","High or Critical Priority Individual Logging into Infected Machine","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0001;Initial Access;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
1,"Detects users with a high or critical priority logging into a malware infected machine","High or Critical Priority Individual Logging into Infected Machine","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0003;Persistence;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
2,"Detects users with a high or critical priority logging into a malware infected machine","High or Critical Priority Individual Logging into Infected Machine","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0004;Privilege Escalation;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
3,"Detects users with a high or critical priority logging into a malware infected machine","High or Critical Priority Individual Logging into Infected Machine","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0005;Defense Evasion;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
0,"Alerts when host has a high number of processes. This may be due to an infection or a runaway process.","High Process Count","Splunk App for Enterprise Security",TA0002,Execution,"TA0002;Execution;Service Execution",T1035,"Service Execution"
0,"Alerts on high volume email activity by a user to non-corporate domains.","High Volume Email Activity to Non-corporate Domains by User","Splunk App for Enterprise Security",,,"",TA0010,
0,"Alerts when a host of high or critical severity generates a high volume of outbound traffic. This may indicate that the host has been compromised.","High Volume of Traffic from High or Critical Host Observed","Splunk App for Enterprise Security",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Alternative Protocol",T1048,"Exfiltration Over Alternative Protocol"
0,"Alerts when a host of high or critical severity generates a high volume of outbound traffic. This may indicate that the host has been compromised.","High Volume of Traffic from High or Critical Host Observed","Splunk App for Enterprise Security",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Command and Control Channel",T1041,"Exfiltration Over Command and Control Channel"
0,"Alerts when an host not designated as an e-mail server sends excessive e-mail to one or more target hosts.","Host Sending Excessive Email","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Attachment",T1193,"Spearphishing Attachment"
0,"Alerts when an host not designated as an e-mail server sends excessive e-mail to one or more target hosts.","Host Sending Excessive Email","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Link",T1192,"Spearphishing Link"
