"splunk_app",description,"rule_name_short","technique_id"
"Enterprise Security Content Update","This search looks for network traffic identified as The Onion Router (TOR), a benign anonymity network which can be abused for a variety of nefarious purposes.","TOR Traffic",T1043
"Enterprise Security Content Update","By populating the organization's assets within the assets_by_str.csv, we will be able to detect unauthorized devices that are trying to connect with the organization's network by inspecting DHCP request packets, which are issued by devices when they attempt to obtain an IP address from the DHCP server. The MAC address associated with the source of the DHCP request is checked against the list of known devices, and reports on those that are not found.","Detect Unauthorized Assets by MAC address",T1200
"Enterprise Security Content Update","This search will detect DNS requests resolved by unauthorized DNS servers. Legitimate DNS servers should be identified in the Enterprise Security Assets and Identity Framework.","DNS Query Requests Resolved by Unauthorized DNS Servers",T1043
"Enterprise Security Content Update","This search looks for applications on the endpoint that you have marked as uncommon.","Uncommon Processes On Endpoint",T1015
"Enterprise Security Content Update","Attackers often disable security tools to avoid detection. This search looks for the usage of process `fltMC.exe` to unload a Sysmon Driver that will stop sysmon from collecting the data.","Unload Sysmon Filter Driver",T1089
"Enterprise Security Content Update","This search detects loading of unsigned images by LSASS.","Unsigned Image Loaded by LSASS",T1003
"Enterprise Security Content Update","Command lines that are extremely long may be indicative of malicious activity on your hosts.","Unusually Long Command Line",T1059
"Enterprise Security Content Update","The search is used to detect hosts that generate Windows Event ID 4663 for successful attempts to write to or read from a removable storage and Event ID 4656 for failures, which occurs when a USB drive is plugged in. In this scenario we are querying the Change_Analysis data model to look for Windows Event ID 4656 or 4663 where the priority of the affected host is marked as high in the ES Assets and Identity Framework.","Detect USB device insertion",T1052
"Enterprise Security Content Update","The search is used to detect hosts that generate Windows Event ID 4663 for successful attempts to write to or read from a removable storage and Event ID 4656 for failures, which occurs when a USB drive is plugged in. In this scenario we are querying the Change_Analysis data model to look for Windows Event ID 4656 or 4663 where the priority of the affected host is marked as high in the ES Assets and Identity Framework.","Detect USB device insertion",T1091
"Enterprise Security Content Update","This search looks for suspicious processes on all systems labeled as web servers.","Web Servers Executing Suspicious Processes",T1068
"Enterprise Security Content Update","This search looks for suspicious processes on all systems labeled as web servers.","Web Servers Executing Suspicious Processes",T1082
"Enterprise Security Content Update","This search looks for Windows events that indicate one of the Windows event logs has been purged.","Windows Event Log Cleared",T1070
"Enterprise Security Content Update","This search looks for the creation of WMI permanent event subscriptions.","WMI Permanent Event Subscription",T1047
"Enterprise Security Content Update","This search looks for the creation of WMI permanent event subscriptions.","WMI Permanent Event Subscription",T1084
"Enterprise Security Content Update","This search looks for the creation of WMI permanent event subscriptions.","WMI Permanent Event Subscription - Sysmon",T1047
"Enterprise Security Content Update","This search looks for the creation of WMI permanent event subscriptions.","WMI Permanent Event Subscription - Sysmon",T1084
"Enterprise Security Content Update","This search looks for processes launched via WMI.","Process Execution via WMI",T1047
"Enterprise Security Content Update","This search looks for scripts launched via WMI.","Script Execution via WMI",T1047
"Enterprise Security Content Update","This search looks for the creation of WMI temporary event subscriptions.","WMI Temporary Event Subscription",T1047
"Enterprise Security Content Update","This search looks for the creation of WMI temporary event subscriptions.","WMI Temporary Event Subscription",T1084
"Splunk App for Enterprise Security","Alerts when a host starts sending excessive DNS queries","Excessive DNS Queries",T1071
"Splunk App for Enterprise Security","Detects excessive number of failed login attempts (this is likely a brute force attack)","Excessive Failed Logins",T1110
"Splunk App for Enterprise Security","Alerts when a host generates a lot of HTTP failures in a short span of time","Excessive HTTP Failure Responses",T1190
"Splunk App for Enterprise Security","Alerts when a host generates a lot of HTTP failures in a short span of time","Excessive HTTP Failure Responses",T1110
"Splunk App for Enterprise Security","Discovers hosts that are longer reporting events but should be submitting log events. This rule is used to monitor hosts that you know should be providing a constant stream of logs in order to determine why the host has failed to provide log data.","Expected Host Not Reporting",T1089
"Splunk Security Essentials","<p>This search implements two heuristics to look for indications that a user is a flight risk. Many people will print offer letters, drafts of their resume, or related docs on the work environment (for convenience, or because they don't have a printer at home). Detect when that happens.</p>","Flight Risk Printing",T1052
"Splunk App for Enterprise Security","Alerts on access attempts that are improbable based on time and geography.","Geographically Improbable Access Detected",T1078
"Splunk App for Enterprise Security","Alerts when a high number of hosts not updating malware signatures have been discovered.  These hosts should be evaluated to determine why they are not updating their malware signatures.","High Number of Hosts Not Updating Malware Signatures",T1089
"Splunk App for Enterprise Security","Alerts when an infection is noted on a host with high or critical priority.","High Or Critical Priority Host With Malware Detected",T1189
"Splunk App for Enterprise Security","Alerts when an infection is noted on a host with high or critical priority.","High Or Critical Priority Host With Malware Detected",T1193
"Splunk App for Enterprise Security","Alerts when an infection is noted on a host with high or critical priority.","High Or Critical Priority Host With Malware Detected",T1192
"Splunk App for Enterprise Security","Alerts when an infection is noted on a host with high or critical priority.","High Or Critical Priority Host With Malware Detected",T1204
"Splunk App for Enterprise Security","Detects users with a high or critical priority logging into a malware infected machine","High or Critical Priority Individual Logging into Infected Machine",T1078
"Splunk App for Enterprise Security","Alerts when host has a high number of processes. This may be due to an infection or a runaway process.","High Process Count",T1035
"Splunk App for Enterprise Security","Alerts on high volume email activity by a user to non-corporate domains.","High Volume Email Activity to Non-corporate Domains by User",TA0010
"Splunk App for Enterprise Security","Alerts when a host of high or critical severity generates a high volume of outbound traffic. This may indicate that the host has been compromised.","High Volume of Traffic from High or Critical Host Observed",T1048
"Splunk App for Enterprise Security","Alerts when a host of high or critical severity generates a high volume of outbound traffic. This may indicate that the host has been compromised.","High Volume of Traffic from High or Critical Host Observed",T1041
"Splunk App for Enterprise Security","Alerts when an host not designated as an e-mail server sends excessive e-mail to one or more target hosts.","Host Sending Excessive Email",T1193
"Splunk App for Enterprise Security","Alerts when an host not designated as an e-mail server sends excessive e-mail to one or more target hosts.","Host Sending Excessive Email",T1192
"Splunk App for Enterprise Security","Alerts when a host has an infection that has been re-infected remove multiple times over multiple days.","Host With A Recurring Malware Infection",T1204
"Splunk App for Enterprise Security","Alerts when a host with multiple infections is discovered.","Host With Multiple Infections",T1189
"Splunk App for Enterprise Security","Alerts when a host with multiple infections is discovered.","Host With Multiple Infections",T1193
"Splunk App for Enterprise Security","Alerts when a host with multiple infections is discovered.","Host With Multiple Infections",T1192
"Splunk App for Enterprise Security","Alerts when a host with multiple infections is discovered.","Host With Multiple Infections",T1204
"Splunk App for Enterprise Security","Alerts when a host with an old infection is discovered (likely a re-infection).","Host With Old Infection Or Potential Re-Infection",T1204
"Splunk App for Enterprise Security","Discovers previously inactive accounts that are now being used. This may be due to an attacker that successfully gained access to an account that was no longer being used.","Inactive Account Activity Detected",T1078
"Splunk Security Essentials","Detecting when the same account is logged into twice in a short period of time but from locations very far away, is key to finding account compromise or account credential sharing for your privileged accounts.","Geographically Improbable Access Detected for Privileged Accounts",T1078
"Splunk Security Essentials","<p>Build a baseline of how many file copies each user does to USB media, and detect when a user copies an uncharacteristically large number of files.</p>","Many USB File Copies for User",T1052
"Splunk App for Enterprise Security","Detects changes to policies of the network protection devices (such as firewall policy changes).","Network Change Detected",T1089
"Splunk App for Enterprise Security","Increases the risk score of network devices that have been rebooted.","Network Device Rebooted",T1089
"Splunk Security Essentials","<p>Detect a user who is accessing a cloud storage provider they've never used before.</p>","New Cloud Provider for User",T1048
"Splunk Security Essentials","<p>Detect a user who is accessing a cloud storage provider they've never used before.</p>","New Cloud Provider for User",T1102
"Splunk Security Essentials","<p>When you first seen an alert from a user who hasn't generated DLP alerts for data exfiltration before, learn about that.</p>","New Data Exfil DLP Alerts for User",TA0010
"Splunk Security Essentials","Record when a user who hasn't taken privileged actions before suddenly starts.","New User Taking Privileged Actions",T1078
"Splunk Security Essentials","Record when a user who hasn't taken privileged actions before suddenly starts.","New User Taking Privileged Actions",T1136
"Splunk App for Enterprise Security","Alerts when numerous new accounts are created for a username accounts multiple hosts.","New User Account Created On Multiple Hosts",T1078
"Splunk App for Enterprise Security","Alerts when numerous new accounts are created for a username accounts multiple hosts.","New User Account Created On Multiple Hosts",T1136
"Splunk Security Essentials","Detect active accounts with passwords that haven't been updated in more than 120 days.","Old Passwords in Use",T1110
"Splunk App for Enterprise Security","Alerts when a potential outbreak is observed based on newly infected systems all exhibiting the same infection","Outbreak Detected",TA0002
"Splunk Security Essentials","Detect users who shouldn't be able admins taking privileged actions.","Non-Privileged Users taking Privileged Actions",T1078
"Splunk App for Enterprise Security","Detects the use of ports that are prohibited. Useful for detecting the installation of new software or a successful compromise of a host (such as the presence of a backdoor or a system communicating with a botnet).","Prohibited Port Activity Detected",T1065
"Splunk App for Enterprise Security","Alerts when a service in the prohibited process list is detected.","Prohibited Process Detected",T1050
"Splunk App for Enterprise Security","Alerts when a service in the prohibited service list is detected.","Prohibited Service Detected",T1035
"Splunk App for Enterprise Security","Alerts when a service in the prohibited service list is detected.","Prohibited Service Detected",T1031
"Splunk App for Enterprise Security","Alerts when a service in the prohibited service list is detected.","Prohibited Service Detected",T1050
"Splunk Security Essentials","When something generally risky occurs to your most privileged users, you likely should respond more quickly. Fortunately, this is easy to do.","Risky Events from Privileged Users",T1078
"Splunk App for Enterprise Security","Detects when a account or credential is created and then removed a short time later. This may be an indication of malicious activities.","Short-lived Account Detected",T1136
"Splunk App for Enterprise Security","Detects when a account or credential is created and then removed a short time later. This may be an indication of malicious activities.","Short-lived Account Detected",T1078
"Splunk Security Essentials","<p>Emailing from a domain name that is similar to your own is a common phishing technique, such as splunk.com receiving an email from spiunk.com. This search will detect those similar domains.</p><p><b>Alert Volume:</b> Very Low</p>","Emails with Lookalike Domains",T1192
"Splunk Security Essentials","<p>Phishers will often try to send emails where the from address uses your organization's domain name, e.g., emailing finance from yourceo@yourcompany.com. Detect that now!</p><p><b>Alert Volume:</b> Very Low</p>","Emails from Outside the Organization with Company Domains",T1192
"Splunk Security Essentials","<p>Find users who accessed a git repository for the first time.</p><p><b>Alert Volume:</b> High</p>","First Time Accessing an Internal Git Repository",T1213
"Splunk Security Essentials","<p>Find users who accessed a git repository for the first time, where their peer group also hasn't accessed it before.</p><p><b>Alert Volume:</b> Medium</p>","First Time Accessing an Internal Git Repository Not Viewed by Peers",T1213
"Splunk Security Essentials","<p>Find users who logged into a new server for the first time.</p><p><b>Alert Volume:</b> Very High</p>","First Time Logon to New Server",T1021
"Splunk Security Essentials","<p>Find users who logged into a new server for the first time.</p><p><b>Alert Volume:</b> Very High</p>","First Time Logon to New Server",T1076
"Splunk Security Essentials","<p>Detect a user who is logging into a jump server that neither they nor any of their peers have accessed before.</p>","First Time Access to Jump Server for Peer Group",T1078
"Splunk Security Essentials","<p>Detect a user who is logging into a jump server that neither they nor any of their peers have accessed before.</p>","First Time Access to Jump Server for Peer Group",T1076
"Splunk Security Essentials","<p>A common indicator for lateral movement is when a user starts logging into new domain controllers.</p><p><b>Alert Volume:</b> Medium</p>","Authentication Against a New Domain Controller",T1021
"Splunk Security Essentials","<p>Find systems the first time they generate Windows Event ID 20001, which for some customers occurs when a USB drive is plugged in.</p><p><b>Alert Volume:</b> Medium</p>","First Time USB Usage",T1091
"Splunk Security Essentials","<p>Find systems the first time they generate Windows Event ID 20001, which for some customers occurs when a USB drive is plugged in.</p><p><b>Alert Volume:</b> Medium</p>","First Time USB Usage",T1025
"Splunk Security Essentials","<p>Find systems the first time they generate Windows Event ID 20001, which for some customers occurs when a USB drive is plugged in.</p><p><b>Alert Volume:</b> Medium</p>","First Time USB Usage",T1052
"Splunk Security Essentials","<p>Find users who have downloaded more files from git than normal.</p><p><b>Alert Volume:</b> High</p>","Increase in Source Code (Git) Downloads",T1213
"Splunk Security Essentials","<p>Some malware will launch processes with randomized filenames.</p><p><b>Alert Volume:</b> Medium</p>","Processes with High Entropy Names",T1027
"Splunk Security Essentials","<p>A frequent concern of SOCs is that their data feeds will disappear. This search will look on a host-by-host basis for when your security sources stop reporting home.</p><p><b>Alert Volume:</b> Medium</p>","Hosts Where Security Sources Go Quiet",T1089
"Splunk Security Essentials","<p>One technique for foiling correlation searches is to alter the system time. This search will detect this scenario.</p><p><b>Alert Volume:</b> Low (and should be fixed)</p>","Hosts with Varied and Future Timestamps",T1099
"Splunk Security Essentials","<p>A common method for Data Exfiltration is to send out many DNS or Ping requests, embedding data into the payload. This is often not logged.</p><p><b>Alert Volume:</b> Low</p>","Sources Sending Many DNS Requests",T1041
"Splunk Security Essentials","<p>A common method for Data Exfiltration is to send out many DNS or Ping requests, embedding data into the payload. This is often not logged.</p><p><b>Alert Volume:</b> Low</p>","Sources Sending Many DNS Requests",T1043
"Splunk Security Essentials","<p>A common method for Data Exfiltration is to send out many DNS or Ping requests, embedding data into the payload. This is often not logged.</p><p><b>Alert Volume:</b> Low</p>","Sources Sending Many DNS Requests",T1071
"Splunk Security Essentials","<p>A common method of data exfiltration is to send out a huge volume (in bytes) of DNS or ping requests, embedding data into the payload. This is often not logged.</p><p><b>Alert Volume:</b> Low</p>","Sources Sending a High Volume of DNS Traffic",T1048
"Splunk Security Essentials","<p>A common method of data exfiltration is to send out a huge volume (in bytes) of DNS or ping requests, embedding data into the payload. This is often not logged.</p><p><b>Alert Volume:</b> Low</p>","Sources Sending a High Volume of DNS Traffic",T1071
"Splunk Security Essentials","<p>A common method of data exfiltration is to send out a huge volume (in bytes) of DNS or ping requests, embedding data into the payload. This is often not logged.</p><p><b>Alert Volume:</b> Low</p>","Sources Sending a High Volume of DNS Traffic",T1041
"Splunk Security Essentials","<p>Most systems will have a relatively predictable number of interactively logged on users. This search will look for systems that have dramatically more than they typically do, with a per-user baseline.</p><p><b>Alert Volume:</b> Medium</p>","Significant Increase in Interactively Logged On Users",T1078
"Splunk Security Essentials","<p>Privilege escalation (either via RunAs or Scheduled Tasks) create Windows Security EventID 4648 events. This search will baseline per (original, unprivileged) user and then track deviations.</p><p><b>Alert Volume:</b> Low</p>","Increase in Windows Privilege Escalations",T1053
"Splunk Security Essentials","<p>Privilege escalation (either via RunAs or Scheduled Tasks) create Windows Security EventID 4648 events. This search will baseline per (original, unprivileged) user and then track deviations.</p><p><b>Alert Volume:</b> Low</p>","Increase in Windows Privilege Escalations",T1134
"Splunk Security Essentials","<p>Typically non-admin users will only interactively log into one system per day. A user who starts loggin into many can indicate account compromise and lateral movement. (<a href=""https://car.mitre.org/wiki/CAR-2013-02-012"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Significant Increase in Interactive Logons",TA0008
"Splunk Security Essentials","<p>Typically non-admin users will only interactively log into one system per day. A user who starts loggin into many can indicate account compromise and lateral movement. (<a href=""https://car.mitre.org/wiki/CAR-2013-02-012"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Significant Increase in Interactive Logons",T1078
"Splunk Security Essentials","<p>Typically non-admin users will only interactively log into one system per day. A user who starts loggin into many can indicate account compromise and lateral movement. (<a href=""https://car.mitre.org/wiki/CAR-2013-02-012"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Significant Increase in Interactive Logons",T1021
"Splunk Security Essentials","<p>To evade analysts, attackers will create a service with a name similar to that of a standard Windows service. This search looks for small differences. Idea from David Bianco, formerly of Sqrrl (<a href=""http://detect-respond.blogspot.com/2016/11/hunting-for-malware-critical-process.html"">link</a>).</p><p><b>Alert Volume:</b> Very Low</p>","Processes with Lookalike (typo) Filenames",T1036
"Splunk Security Essentials","<p>To evade analysts, attackers will create a service with a name similar to that of a standard Windows service. This search looks for small differences. Idea from David Bianco, formerly of Sqrrl (<a href=""http://detect-respond.blogspot.com/2016/11/hunting-for-malware-critical-process.html"">link</a>).</p><p><b>Alert Volume:</b> Very Low</p>","Processes with Lookalike (typo) Filenames",T1035
"Splunk Security Essentials","<p>Find users who log into more hosts than they typically do.</p><p><b>Alert Volume:</b> Low</p>","Increase in # of Hosts Logged into",T1021
"Splunk Security Essentials","<p>This will typically detect scanning activity, along with lateral movement activity.</p><p><b>Alert Volume:</b> Low</p>","Hosts Sending To More Destinations Than Normal",T1018
"Splunk Security Essentials","<p>This will typically detect scanning activity, along with lateral movement activity.</p><p><b>Alert Volume:</b> Low</p>","Hosts Sending To More Destinations Than Normal",T1046
"Splunk Security Essentials","<p>New AD domain names in your normal domain controller logs are a symptom of many Pass the Hash tools. While some of the latest don't produce these artifacts, this remains a very valuable detection mechanism.</p><p><b>Alert Volume:</b> Low</p>","New AD Domain Detected",T1075
"Splunk Security Essentials","<p>Very rarely would cmd.exe, regedit.exe, or powershell.exe be launched by services.exe. This search will detect that malware persistence strategy. (<a href=""https://car.mitre.org/wiki/CAR-2014-05-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Very Low (for most companies)</p>","New Suspicious cmd.exe / regedit.exe / powershell.exe Service Launch",T1050
"Splunk Security Essentials","<p>In most environments, service accounts should not log on interactively. This search finds new user/host combinations for accounts starting with ""svc_."" </p><p><b>Alert Volume:</b> Low</p>","New Interactive Logon from a Service Account",T1078
"Splunk Security Essentials","<p>In most environments, service accounts should not log on interactively. This search finds new user/host combinations for accounts starting with ""svc_."" </p><p><b>Alert Volume:</b> Low</p>","New Interactive Logon from a Service Account",T1021
"Splunk Security Essentials","<p>Local admin accounts are used by legitimate technicians, but they're also used by attackers. This search looks for newly created accounts that are elevated to local admins.</p><p><b>Alert Volume:</b> Medium</p>","New Local Admin Account",T1078
"Splunk Security Essentials","<p>Local admin accounts are used by legitimate technicians, but they're also used by attackers. This search looks for newly created accounts that are elevated to local admins.</p><p><b>Alert Volume:</b> Medium</p>","New Local Admin Account",T1136
"Splunk Security Essentials","<p>Windows defines several logon types (Interactive, RemoteInteractive, Network, etc.). Established users rarely generate new logon types. This search will look for that scenario. (<a href=""https://car.mitre.org/wiki/CAR-2013-02-012"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","New Logon Type for User",T1078
"Splunk Security Essentials","<p>cmd.exe and regedit.exe tend to be used in the same ways. New parent processes can be suspicious. (<a href=""https://car.mitre.org/wiki/CAR-2013-02-003"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Medium</p>","New Parent Process for cmd.exe or regedit.exe",T1059
"Splunk Security Essentials","<p>Simpler malware will hide in plain sight with a filename like explorer.exe, running in the user profile. This detection will look for new paths, for common / expected executables. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Very Low (for most companies)</p>","Common Filename Launched from New Path",T1036
"Splunk Security Essentials","<p>Processes are typically launched from the same path. When those paths change, it can be a malicious process masquerading as a valid one, to hide in task manager. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-004"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Medium</p>","Familiar Filename Launched with New Path on Host",T1036
"Splunk Security Essentials","<p>Privilege escalation (either via RunAs or Scheduled Tasks) create Windows Security EventID 4648 events. This search will find new usernames / host combinations, which will track privilege escalation.</p><p><b>Alert Volume:</b> Medium</p>","New RunAs Host / Privileged Account Combination",T1053
"Splunk Security Essentials","<p>Privilege escalation (either via RunAs or Scheduled Tasks) create Windows Security EventID 4648 events. This search will find new usernames / host combinations, which will track privilege escalation.</p><p><b>Alert Volume:</b> Medium</p>","New RunAs Host / Privileged Account Combination",T1078
"Splunk Security Essentials","<p>New service creations are uncommon for most hosts. This search will look for both new executables and executables running from new paths launched by services.exe.</p><p><b>Alert Volume:</b> High</p>","New Service Paths for Host",T1036
"Splunk Security Essentials","<p>New service creations are uncommon for most hosts. This search will look for both new executables and executables running from new paths launched by services.exe.</p><p><b>Alert Volume:</b> High</p>","New Service Paths for Host",T1050
"Splunk Security Essentials","<p>Salesforce.com contains the most critical information for many companies. This search looks for users who connect to SFDC's reporting API with new clients. </p><p><b>Alert Volume:</b> Low</p>","New Application Accessing Salesforce.com API",T1213
"Splunk Security Essentials","<p>Salesforce.com supports a variety of different event types in their event logs. This search detects users who suddenly query event types associated with data exfiltration</p><p><b>Alert Volume:</b> Medium</p>","New High Risk Event Types for Salesforce.com User",TA0010
"Splunk Security Essentials","<p>Salesforce.com supports a variety of different event types in their event logs. This search detects users who suddenly query event types associated with data exfiltration</p><p><b>Alert Volume:</b> Medium</p>","New High Risk Event Types for Salesforce.com User",T1102
"Splunk Security Essentials","<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying new sensitive tables.</p><p><b>Alert Volume:</b> Low</p>","New Tables Queried by Salesforce.com User",T1213
"Splunk Security Essentials","<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying new sensitive tables.</p><p><b>Alert Volume:</b> Low</p>","New Tables Queried by Salesforce.com User",T1018
"Splunk Security Essentials","<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying sensitive tables that have never been contacted by peer group.</p><p><b>Alert Volume:</b> Low</p>","New Tables Queried by Salesforce.com Peer Group",T1213
"Splunk Security Essentials","<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying sensitive tables that have never been contacted by peer group.</p><p><b>Alert Volume:</b> Low</p>","New Tables Queried by Salesforce.com Peer Group",T1018
"Splunk Security Essentials","<p>Some files rarely get used by legitimate activities, such as at.exe. This search will detect those executables being launched, regardless of the circumstance. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-004"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","New Suspicious Executable Launch for User",TA0002
"Splunk Security Essentials","<p>Some files rarely get used by legitimate activities, such as at.exe. This search will detect those executables being launched, regardless of the circumstance. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-004"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","New Suspicious Executable Launch for User",T1059
"Splunk Security Essentials","<p>It's unusual for new users to remotely launch PowerShell on another system. This will track the first time per  user + host combination that powershel is remotely started.</p><p><b>Alert Volume:</b> Low (for most companies)</p>","Remote PowerShell Launches",T1021
"Splunk Security Essentials","<p>Oftentimes, attackers will execute a temporary file, and rename it to something innocuous (e.g. svchost.exe) to maintain persistence. This search will look for renamed executables. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-009"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Find Processes with Renamed Executables",T1036
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1087
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1069
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1057
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1018
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1063
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1082
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1016
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1049
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1010
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1033
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1007
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1012
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1046
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1003
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1077
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1050
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1031
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1058
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1053
